SID	DID	Source	Destination	Passengers	Seats	Flights	Distance	Date	SPopulation	DPopulation
MSY	OKC	New Orleans, LA	Oklahoma City, OK	99	109	1	567	1998	1285396	1052642
LAX	OKC	Los Angeles, CA	Oklahoma City, OK	262	291	2	1187	1998	23895178	1052642
MFD	OKC	Mansfield, OH	Oklahoma City, OK	0	0	2	902	1999	129607	1061524
ICT	OKC	Wichita, KS	Oklahoma City, OK	287	483	4	156	1999	575887	1061524
SLC	OKC	Salt Lake City, UT	Oklahoma City, OK	87093	107787	724	866	1999	913736	1061524
YIP	OKC	Detroit, MI	Oklahoma City, OK	0	0	60	892	1999	8962394	1061524
DFW	OKC	Dallas, TX	Oklahoma City, OK	268602	381737	6305	175	1999	9703564	1061524
LRD	OKC	Laredo, TX	Oklahoma City, OK	0	0	2	552	1999	193180	1061524
MEM	OKC	Memphis, TN	Oklahoma City, OK	88533	135963	1267	432	2000	1208269	1097874
SAT	OKC	San Antonio, TX	Oklahoma City, OK	263	359	3	407	2000	1719262	1097874
LAX	OKC	Los Angeles, CA	Oklahoma City, OK	679	919	5	1187	2000	24797900	1097874
LAS	OKC	Las Vegas, NV	Oklahoma City, OK	22308	44900	338	987	2000	1393370	1097874
EKO	OKC	Elko, NV	Oklahoma City, OK	1350	1591	13	1057	2000	46863	1097874
ELP	OKC	El Paso, TX	Oklahoma City, OK	339	522	7	563	2000	680942	1097874
IAH	OKC	Houston, TX	Oklahoma City, OK	133845	182547	1994	395	2000	4739414	1097874
BWI	OKC	Baltimore, MD	Oklahoma City, OK	197	311	2	1180	2001	2577904	1107695
SJC	OKC	San Jose, CA	Oklahoma City, OK	68	129	1	1359	2001	1745147	1107695
PDX	OKC	Portland, OR	Oklahoma City, OK	251	258	2	1484	2001	1975589	1107695
PBI	OKC	West Palm Beach, FL	Oklahoma City, OK	170	300	2	1197	2001	5120256	1107695
SPS	OKC	Wichita Falls, TX	Oklahoma City, OK	61	122	1	109	2001	150142	1107695
DAL	OKC	Dallas, TX	Oklahoma City, OK	160608	316423	2474	181	2001	10709246	1107695
OMA	OKC	Omaha, NE	Oklahoma City, OK	76	129	1	418	2001	775380	1107695
TUS	OKC	Tucson, AZ	Oklahoma City, OK	301	387	4	800	2002	886063	1120187
EWR	OKC	Newark, NJ	Oklahoma City, OK	2529	5030	97	1325	2002	18590085	1120187
FOE	OKC	Topeka, KS	Oklahoma City, OK	35	50	1	268	2002	225024	1120187
BUF	OKC	Buffalo, NY	Oklahoma City, OK	0	0	2	1136	2002	1158368	1120187
ELP	OKC	El Paso, TX	Oklahoma City, OK	0	0	11	563	2002	688771	1120187
SEA	OKC	Seattle, WA	Oklahoma City, OK	422	575	4	1519	2002	6243790	1120187
CMH	OKC	Columbus, OH	Oklahoma City, OK	0	0	1	866	2002	1659344	1120187
JEF	OKC	Jefferson City, MO	Oklahoma City, OK	0	0	2	373	2002	141968	1120187
FET	OKC	Fremont, NE	Oklahoma City, OK	0	0	2	422	2003	35818	1131487
IAH	OKC	Houston, TX	Oklahoma City, OK	113939	147807	1964	395	2003	5084017	1131487
TUL	OKC	Tulsa, OK	Oklahoma City, OK	27252	65711	763	111	2003	876919	1131487
CLE	OKC	Cleveland, OH	Oklahoma City, OK	253	310	8	948	2003	2136026	1131487
LGA	OKC	New York, NY	Oklahoma City, OK	211	258	2	1341	2003	37342640	1131487
CMH	OKC	Columbus, OH	Oklahoma City, OK	91	129	1	866	2003	1678827	1131487
MEM	OKC	Memphis, TN	Oklahoma City, OK	70036	106439	2179	432	2003	1238075	1131487
ICT	OKC	Wichita, KS	Oklahoma City, OK	126	201	53	156	2003	579800	1131487
MSP	OKC	Minneapolis, MN	Oklahoma City, OK	33285	49611	716	695	2003	3078253	1131487
SAT	OKC	San Antonio, TX	Oklahoma City, OK	25	50	1	407	2003	1808267	1131487
LIT	OKC	Little Rock, AR	Oklahoma City, OK	324	451	4	308	2003	629617	1131487
TCL	OKC	Tuscaloosa, AL	Oklahoma City, OK	288	293	2	590	2003	195194	1131487
PIT	OKC	Pittsburgh, PA	Oklahoma City, OK	2162	3416	20	1010	2003	2400193	1131487
SUS	OKC	St. Louis, MO	Oklahoma City, OK	0	0	3	445	2003	2743862	1131487
MGM	OKC	Montgomery, AL	Oklahoma City, OK	119	120	1	679	2004	353327	1140779
GSO	OKC	Greensboro, NC	Oklahoma City, OK	37	50	1	992	2004	665024	1140779
DAY	OKC	Dayton, OH	Oklahoma City, OK	24	129	3	796	2004	845594	1140779
BOS	OKC	Boston, MA	Oklahoma City, OK	372	427	4	1505	2004	8912958	1140779
TUS	OKC	Tucson, AZ	Oklahoma City, OK	1532	1683	19	800	2004	924205	1140779
TOL	OKC	Toledo, OH	Oklahoma City, OK	147	148	2	860	2004	671681	1140779
FOE	OKC	Topeka, KS	Oklahoma City, OK	124	129	1	268	2004	226331	1140779
PUB	OKC	Pueblo, CO	Oklahoma City, OK	51	173	1	431	2004	148578	1140779
DTW	OKC	Detroit, MI	Oklahoma City, OK	35916	51855	726	900	2004	8996622	1140779
YNG	OKC	Youngstown, OH	Oklahoma City, OK	37	59	1	1003	2004	585692	1140779
SHV	OKC	Shreveport, LA	Oklahoma City, OK	115	129	2	297	2004	379457	1140779
LIT	OKC	Little Rock, AR	Oklahoma City, OK	396	411	4	308	2004	637233	1140779
TYS	OKC	Knoxville, TN	Oklahoma City, OK	102	142	1	766	2004	648530	1140779
ANC	OKC	Anchorage, AK	Oklahoma City, OK	186	188	1	2883	2004	346057	1140779
BWI	OKC	Baltimore, MD	Oklahoma City, OK	270	317	2	1180	2004	2638066	1140779
RIC	OKC	Richmond, VA	Oklahoma City, OK	96	129	1	1137	2004	1155330	1140779
LBB	OKC	Lubbock, TX	Oklahoma City, OK	366	582	26	269	2004	261093	1140779
MCO	OKC	Orlando, FL	Oklahoma City, OK	1044	1969	14	1068	2004	1866597	1140779
MEM	OKC	Memphis, TN	Oklahoma City, OK	60383	80192	1867	432	2005	1261429	1155093
ICT	OKC	Wichita, KS	Oklahoma City, OK	263	391	54	156	2005	583759	1155093
HRO	OKC	Harrison, AR	Oklahoma City, OK	3	19	1	257	2005	43789	1155093
LUK	OKC	Cincinnati, OH	Oklahoma City, OK	0	0	1	769	2005	2102422	1155093
SUS	OKC	St. Louis, MO	Oklahoma City, OK	0	0	1	445	2005	2773155	1155093
EWR	OKC	Newark, NJ	Oklahoma City, OK	17632	25760	512	1325	2005	18798114	1155093
TCM	OKC	Tacoma, WA	Oklahoma City, OK	105	210	1	1518	2005	3202388	1155093
AFW	OKC	Dallas, TX	Oklahoma City, OK	0	0	2	167	2005	11632814	1155093
ADS	OKC	Dallas, TX	Oklahoma City, OK	0	0	1	173	2005	11632814	1155093
RNO	OKC	Reno, NV	Oklahoma City, OK	765	913	6	1248	2005	394881	1155093
HOU	OKC	Houston, TX	Oklahoma City, OK	96538	175077	1313	419	2005	5299567	1155093
YIP	OKC	Detroit, MI	Oklahoma City, OK	0	0	14	892	2005	8988796	1155093
MSP	OKC	Minneapolis, MN	Oklahoma City, OK	40490	64706	929	695	2005	3132772	1155093
IND	OKC	Indianapolis, IN	Oklahoma City, OK	459	692	7	689	2006	1671898	1174737
MKE	OKC	Milwaukee, WI	Oklahoma City, OK	165	293	4	736	2006	1540301	1174737
EVV	OKC	Evansville, IN	Oklahoma City, OK	40	50	1	588	2006	348728	1174737
MHT	OKC	Manchester, NH	Oklahoma City, OK	102	173	1	1491	2006	401242	1174737
HNL	OKC	Honolulu, HI	Oklahoma City, OK	295	417	2	3742	2006	903467	1174737
MAF	OKC	Midland, TX	Oklahoma City, OK	203	259	2	356	2006	123391	1174737
LAN	OKC	Lansing, MI	Oklahoma City, OK	0	148	2	864	2006	455947	1174737
COU	OKC	Columbia, MO	Oklahoma City, OK	136	188	1	379	2006	159691	1174737
BUF	OKC	Buffalo, NY	Oklahoma City, OK	0	66	1	1136	2006	1130913	1174737
YUM	OKC	Yuma, AZ	Oklahoma City, OK	112	173	1	993	2006	185267	1174737
BOS	OKC	Boston, MA	Oklahoma City, OK	100	136	1	1505	2006	8946954	1174737
LAF	OKC	Lafayette, IN	Oklahoma City, OK	0	50	1	677	2007	191379	1191244
LGA	OKC	New York, NY	Oklahoma City, OK	991	1096	8	1341	2007	37802334	1191244
PHX	OKC	Phoenix, AZ	Oklahoma City, OK	150845	195637	1748	833	2007	4175595	1191244
OAK	OKC	Oakland, CA	Oklahoma City, OK	466	521	5	1375	2007	4202186	1191244
IAD	OKC	Washington, DC	Oklahoma City, OK	11294	14195	211	1136	2007	10626066	1191244
XNA	OKC	Fayetteville, AR	Oklahoma City, OK	140	220	4	195	2007	444133	1191244
GRI	OKC	Grand Island, NE	Oklahoma City, OK	0	0	1	386	2007	69429	1191244
MDT	OKC	Harrisburg, PA	Oklahoma City, OK	73	243	2	1184	2007	529783	1191244
OMA	OKC	Omaha, NE	Oklahoma City, OK	125	186	2	418	2007	829183	1191244
PUB	OKC	Pueblo, CO	Oklahoma City, OK	390	506	3	431	2007	154348	1191244
HOU	OKC	Houston, TX	Oklahoma City, OK	114452	188094	1397	419	2007	5597674	1191244
DTW	OKC	Detroit, MI	Oklahoma City, OK	31302	36518	716	900	2007	8913164	1191244
HOU	OKC	Houston, TX	Oklahoma City, OK	114127	179678	1353	419	2008	5726705	1207519
FSD	OKC	Sioux Falls, SD	Oklahoma City, OK	466	587	4	567	2008	233503	1207519
SBN	OKC	South Bend, IN	Oklahoma City, OK	73	150	1	749	2008	318129	1207519
CAE	OKC	Columbia, SC	Oklahoma City, OK	32	50	1	943	2008	732558	1207519
BDL	OKC	Hartford, CT	Oklahoma City, OK	122	148	1	1415	2008	1191170	1207519
GLH	OKC	Greenville, MS	Oklahoma City, OK	14	50	1	400	2008	54941	1207519
PUB	OKC	Pueblo, CO	Oklahoma City, OK	134	279	2	431	2008	156009	1207519
FOE	OKC	Topeka, KS	Oklahoma City, OK	184	240	3	268	2008	229774	1207519
PIA	OKC	Peoria, IL	Oklahoma City, OK	39	50	1	564	2008	372638	1207519
DAY	OKC	Dayton, OH	Oklahoma City, OK	115	190	2	796	2008	837036	1207519
TPA	OKC	Tampa, FL	Oklahoma City, OK	420	556	4	1023	2008	2730007	1207519
AHN	OKC	Athens, GA	Oklahoma City, OK	31	50	1	818	2008	189926	1207519
ACT	OKC	Waco, TX	Oklahoma City, OK	35	50	1	262	2009	233378	1227278
CMI	OKC	Champaign, IL	Oklahoma City, OK	30	100	2	602	2009	226132	1227278
MDW	OKC	Chicago, IL	Oklahoma City, OK	39	54	1	691	2009	19161134	1227278
SAT	OKC	San Antonio, TX	Oklahoma City, OK	341	453	5	407	2009	2072128	1227278
ILN	OKC	Wilmington, OH	Oklahoma City, OK	0	0	60	806	2009	43058	1227278
PIH	OKC	Pocatello, ID	Oklahoma City, OK	120	136	1	956	2009	90273	1227278
RIV	OKC	Riverside, CA	Oklahoma City, OK	336	480	4	1123	2009	4143113	1227278
CRW	OKC	Charleston, WV	Oklahoma City, OK	97	173	1	909	2009	304214	1227278
MCO	OKC	Orlando, FL	Oklahoma City, OK	736	867	7	1068	2009	2082421	1227278
OAK	OKC	Oakland, CA	Oklahoma City, OK	189	308	6	1375	2009	4317853	1227278
FLL	OKC	Fort Lauderdale, FL	Oklahoma City, OK	906	1081	8	1218	2009	5547051	1227278
COS	OKC	Colorado Springs, CO	Oklahoma City, OK	137	140	1	458	2009	626227	1227278
SFO	OKC	San Francisco, CA	Oklahoma City, OK	1098	1240	7	1384	2009	8635706	1227278
SPS	OKC	Wichita Falls, TX	Oklahoma City, OK	128	140	1	109	2009	147421	1227278
MCE	SFO	Merced, CA	San Francisco, CA	5597	22667	1193	105	1990	179812	7436126
CIC	SFO	Chico, CA	San Francisco, CA	11946	30571	1609	153	1990	183497	7436126
LAX	SFO	Los Angeles, CA	San Francisco, CA	1816069	3411551	26151	337	1990	22585772	7436126
IAD	SFO	Washington, DC	San Francisco, CA	293341	444533	1826	2419	1990	8270942	7436126
SUX	SFO	Sioux City, IA	San Francisco, CA	103	128	1	1412	1990	131584	7436126
RAP	SFO	Rapid City, SD	San Francisco, CA	42	128	1	1102	1990	103593	7436126
CLE	SFO	Cleveland, OH	San Francisco, CA	82103	158285	1188	2161	1990	2103367	7436126
JFK	SFO	New York, NY	San Francisco, CA	627901	981894	4082	2586	1991	33749684	7498756
ANC	SFO	Anchorage, AK	San Francisco, CA	9226	13003	189	2018	1991	277177	7498756
LAS	SFO	Las Vegas, NV	San Francisco, CA	380615	592241	4225	414	1991	807425	7498756
SBA	SFO	Santa Barbara, CA	San Francisco, CA	71061	186659	2632	262	1991	374051	7498756
MCI	SFO	Kansas City, MO	San Francisco, CA	72134	139364	1062	1498	1991	1657663	7498756
IND	SFO	Indianapolis, IN	San Francisco, CA	51343	88458	669	1944	1991	1319140	7498756
IAH	SFO	Houston, TX	San Francisco, CA	280485	401648	2639	1635	1991	3888584	7498756
SMF	SFO	Sacramento, CA	San Francisco, CA	64224	146157	5044	86	1991	1562390	7498756
AUS	SFO	Austin, TX	San Francisco, CA	152	187	1	1499	1992	901055	7578602
SCK	SFO	Stockton, CA	San Francisco, CA	11593	28880	1520	65	1992	503293	7578602
GJT	SFO	Grand Junction, CO	San Francisco, CA	113	130	1	759	1992	98010	7578602
SFO	SFO	San Francisco, CA	San Francisco, CA	139	140	1	0	1992	7578602	7578602
COS	SFO	Colorado Springs, CO	San Francisco, CA	194	318	2	963	1992	433799	7578602
SEA	SFO	Seattle, WA	San Francisco, CA	658415	1147261	8814	678	1992	5347562	7578602
GEG	SFO	Spokane, WA	San Francisco, CA	118675	200319	1658	733	1993	390740	7635582
HNL	SFO	Honolulu, HI	San Francisco, CA	1004590	1281592	4065	2398	1993	862867	7635582
MFR	SFO	Medford, OR	San Francisco, CA	92719	173940	1473	329	1993	157826	7635582
SLC	SFO	Salt Lake City, UT	San Francisco, CA	231791	401245	3002	599	1993	833385	7635582
SBA	SFO	Santa Barbara, CA	San Francisco, CA	63255	169104	1884	262	1993	378009	7635582
ATL	SFO	Atlanta, GA	San Francisco, CA	265959	409901	1790	2139	1993	3339551	7635582
SEA	SFO	Seattle, WA	San Francisco, CA	775642	1072362	8100	678	1994	5485752	7666396
JFK	SFO	New York, NY	San Francisco, CA	617597	1026617	5178	2586	1994	34144436	7666396
ABQ	SFO	Albuquerque, NM	San Francisco, CA	59482	97198	726	896	1994	656887	7666396
LAX	SFO	Los Angeles, CA	San Francisco, CA	1383724	2107469	16990	337	1995	23203726	7704224
MSY	SFO	New Orleans, LA	San Francisco, CA	31662	48004	364	1911	1995	1289805	7704224
IAD	SFO	Washington, DC	San Francisco, CA	362956	551596	2136	2419	1995	8757652	7704224
ABQ	SFO	Albuquerque, NM	San Francisco, CA	61590	99506	728	896	1995	671859	7704224
MEM	SFO	Memphis, TN	San Francisco, CA	79718	107848	718	1807	1995	1126769	7704224
ORD	SFO	Chicago, IL	San Francisco, CA	982961	1315177	6334	1846	1995	17155070	7704224
SAN	SFO	San Diego, CA	San Francisco, CA	728963	1055329	8310	447	1995	2641561	7704224
BOS	SFO	Boston, MA	San Francisco, CA	254782	348313	1786	2704	1995	8357434	7704224
DFW	SFO	Dallas, TX	San Francisco, CA	576656	956376	5495	1464	1995	8787062	7704224
CLE	SFO	Cleveland, OH	San Francisco, CA	61275	90662	709	2161	1996	2130821	7772198
JFK	SFO	New York, NY	San Francisco, CA	668246	972532	4984	2586	1996	34380072	7772198
ANC	SFO	Anchorage, AK	San Francisco, CA	38335	70552	771	2018	1996	301589	7772198
EWR	SFO	Newark, NJ	San Francisco, CA	411186	605882	3160	2565	1996	17190036	7772198
OMA	SFO	Omaha, NE	San Francisco, CA	254	337	2	1433	1997	736106	7885792
IAH	SFO	Houston, TX	San Francisco, CA	358730	472483	3183	1635	1997	4351339	7885792
OGG	SFO	Kahului, HI	San Francisco, CA	150582	167945	701	2338	1997	119053	7885792
MCO	SFO	Orlando, FL	San Francisco, CA	50600	68432	364	2445	1997	1464182	7885792
SEA	SFO	Seattle, WA	San Francisco, CA	883704	1324127	10033	678	1997	5727624	7885792
JFK	SFO	New York, NY	San Francisco, CA	755892	1081765	5309	2586	1997	34528632	7885792
CLE	SFO	Cleveland, OH	San Francisco, CA	79846	116264	910	2161	1997	2126219	7885792
CLT	SFO	Charlotte, NC	San Francisco, CA	106921	149192	990	2296	1998	1223835	7996466
LAX	SFO	Los Angeles, CA	San Francisco, CA	1351445	2030989	16281	337	1998	23895178	7996466
MSP	SFO	Minneapolis, MN	San Francisco, CA	284180	364331	1935	1589	1998	2830434	7996466
MCI	SFO	Kansas City, MO	San Francisco, CA	10824	12603	93	1498	1998	1795891	7996466
HNL	SFO	Honolulu, HI	San Francisco, CA	945777	1187908	3568	2398	1998	871768	7996466
ELP	SFO	El Paso, TX	San Francisco, CA	9	137	1	993	1998	694603	7996466
SNA	SFO	Santa Ana, CA	San Francisco, CA	345995	472946	2631	372	1998	11947589	7996466
SAN	SFO	San Diego, CA	San Francisco, CA	736471	1125836	8546	447	1998	2766123	7996466
CVG	SFO	Cincinnati, OH	San Francisco, CA	160523	213464	1358	2036	1998	1978593	7996466
MIA	SFO	Miami, FL	San Francisco, CA	184082	287771	1422	2585	1999	9521044	8068740
EWR	SFO	Newark, NJ	San Francisco, CA	495819	717326	3959	2565	1999	17431724	8068740
HNL	SFO	Honolulu, HI	San Francisco, CA	878535	1076236	3272	2398	1999	864571	8068740
BDL	SFO	Hartford, CT	San Francisco, CA	24544	46952	356	2625	1999	1113800	8068740
MCO	SFO	Orlando, FL	San Francisco, CA	44263	67809	363	2445	1999	1535004	8068740
OAK	SFO	Oakland, CA	San Francisco, CA	7938	10073	57	11	2000	4136658	8273316
HNL	SFO	Honolulu, HI	San Francisco, CA	857683	1063948	3407	2398	2000	875061	8273316
SMF	SFO	Sacramento, CA	San Francisco, CA	3355	4837	32	86	2000	1808442	8273316
TUS	SFO	Tucson, AZ	San Francisco, CA	246	278	2	751	2000	848521	8273316
MIA	SFO	Miami, FL	San Francisco, CA	192467	282683	1429	2585	2000	10051612	8273316
RNO	SFO	Reno, NV	San Francisco, CA	136634	182044	1459	192	2000	344808	8273316
LAX	SFO	Los Angeles, CA	San Francisco, CA	1269180	1808324	14988	337	2000	24797900	8273316
IAD	SFO	Washington, DC	San Francisco, CA	364244	504492	2884	2419	2000	9642062	8273316
ATL	SFO	Atlanta, GA	San Francisco, CA	322960	548784	2746	2139	2001	4432950	8359256
ELP	SFO	El Paso, TX	San Francisco, CA	97	273	2	993	2001	684780	8359256
CLT	SFO	Charlotte, NC	San Francisco, CA	132489	202764	1316	2296	2001	1375381	8359256
SJC	SFO	San Jose, CA	San Francisco, CA	3415	5954	42	30	2001	1745147	8359256
SLC	SFO	Salt Lake City, UT	San Francisco, CA	288866	473644	2918	599	2001	988989	8359256
YNG	SFO	Youngstown, OH	San Francisco, CA	0	155	1	2223	2001	598499	8359256
MSY	SFO	New Orleans, LA	San Francisco, CA	30833	48515	363	1911	2002	1311390	8331356
RDD	SFO	Redding, CA	San Francisco, CA	10252	17430	581	199	2002	171141	8331356
MCO	SFO	Orlando, FL	San Francisco, CA	40539	63266	368	2445	2002	1756852	8331356
ELP	SFO	El Paso, TX	San Francisco, CA	147	155	1	993	2002	688771	8331356
IAH	SFO	Houston, TX	San Francisco, CA	243168	361367	2495	1635	2002	4978638	8331356
STL	SFO	St. Louis, MO	San Francisco, CA	168272	253605	1679	1735	2002	2733818	8331356
HSV	SFO	Huntsville, AL	San Francisco, CA	0	0	1	1990	2002	353145	8331356
FAT	SFO	Fresno, CA	San Francisco, CA	12752	28566	661	158	2002	828245	8331356
OMA	SFO	Omaha, NE	San Francisco, CA	332	433	3	1433	2002	782384	8331356
GNV	SFO	Gainesville, FL	San Francisco, CA	154	173	1	2356	2003	241310	8306286
DFW	SFO	Dallas, TX	San Francisco, CA	423869	618323	4658	1464	2003	11164066	8306286
OMA	SFO	Omaha, NE	San Francisco, CA	397	430	4	1433	2004	800459	8287044
TUS	SFO	Tucson, AZ	San Francisco, CA	4738	6681	97	751	2004	924205	8287044
DCA	SFO	Washington, DC	San Francisco, CA	51	200	1	2442	2004	10317048	8287044
JAC	SFO	Jackson, WY	San Francisco, CA	91	124	1	737	2004	26442	8287044
MSN	SFO	Madison, WI	San Francisco, CA	158	173	1	1772	2004	533567	8287044
LSE	SFO	La Crosse, WI	San Francisco, CA	152	173	1	1678	2004	128782	8287044
MIA	SFO	Miami, FL	San Francisco, CA	180877	213362	1081	2585	2005	10886318	8299214
TUL	SFO	Tulsa, OK	San Francisco, CA	25	50	1	1465	2005	881652	8299214
EKO	SFO	Elko, NV	San Francisco, CA	162	244	2	417	2005	45801	8299214
CIC	SFO	Chico, CA	San Francisco, CA	17759	31140	1038	153	2005	214831	8299214
IND	SFO	Indianapolis, IN	San Francisco, CA	4675	8963	51	1944	2005	1645027	8299214
MCI	SFO	Kansas City, MO	San Francisco, CA	34332	43709	408	1499	2005	1958504	8299214
BTR	SFO	Baton Rouge, LA	San Francisco, CA	75	434	3	1847	2005	729886	8299214
MEM	SFO	Memphis, TN	San Francisco, CA	38190	46792	931	1807	2005	1261429	8299214
MOD	SFO	Modesto, CA	San Francisco, CA	17721	40140	1338	78	2005	498592	8299214
ATL	SFO	Atlanta, GA	San Francisco, CA	556712	686921	3552	2139	2005	4947012	8299214
NZY	SFO	San Diego, CA	San Francisco, CA	265	552	3	447	2005	2941770	8299214
PIT	SFO	Pittsburgh, PA	San Francisco, CA	51771	59046	461	2254	2006	2361482	8325566
STL	SFO	St. Louis, MO	San Francisco, CA	98622	130177	874	1736	2006	2791682	8325566
SNA	SFO	Santa Ana, CA	San Francisco, CA	194763	310572	3671	372	2006	12713660	8325566
OKC	SFO	Oklahoma City, OK	San Francisco, CA	249	250	1	1384	2006	1174737	8325566
LAX	SFO	Los Angeles, CA	San Francisco, CA	942799	1366075	12188	337	2006	25427320	8325566
TWF	SFO	Twin Falls, ID	San Francisco, CA	1	50	1	536	2006	90843	8325566
AMA	SFO	Amarillo, TX	San Francisco, CA	136	136	1	1160	2006	239878	8325566
MTJ	SFO	Montrose, CO	San Francisco, CA	49	80	2	791	2007	39452	8404372
FSD	SFO	Sioux Falls, SD	San Francisco, CA	6	8	1	1403	2007	227961	8404372
GJT	SFO	Grand Junction, CO	San Francisco, CA	0	198	3	759	2007	138289	8404372
CEC	SFO	Crescent City, CA	San Francisco, CA	11269	19620	654	304	2007	28746	8404372
YIP	SFO	Detroit, MI	San Francisco, CA	0	0	1	2070	2008	8847562	8520472
ELP	SFO	El Paso, TX	San Francisco, CA	111	136	2	993	2008	738416	8520472
ATL	SFO	Atlanta, GA	San Francisco, CA	592523	661701	3503	2139	2008	5385586	8520472
SAN	SFO	San Diego, CA	San Francisco, CA	758173	1091913	8008	447	2008	3019274	8520472
NZY	SFO	San Diego, CA	San Francisco, CA	54	160	1	447	2008	3019274	8520472
RIV	SFO	Riverside, CA	San Francisco, CA	0	0	247	386	2008	4092831	8520472
RDD	SFO	Redding, CA	San Francisco, CA	30976	49390	1645	199	2008	180515	8520472
OAK	SFO	Oakland, CA	San Francisco, CA	3947	5583	200	11	2008	4260236	8520472
HOU	SFO	Houston, TX	San Francisco, CA	62	160	1	1649	2008	5726705	8520472
FTW	SFO	Dallas, TX	San Francisco, CA	144	190	1	1449	2008	12602170	8520472
TWF	SFO	Twin Falls, ID	San Francisco, CA	0	50	1	536	2009	96558	8635706
ILN	SFO	Wilmington, OH	San Francisco, CA	0	0	154	2074	2009	43058	8635706
MFR	SFO	Medford, OR	San Francisco, CA	60339	79890	1985	329	2009	201286	8635706
BNA	SFO	Nashville, TN	San Francisco, CA	158	262	1	1968	2009	1582264	8635706
TUS	SFO	Tucson, AZ	San Francisco, CA	16755	22745	433	751	2009	1020200	8635706
TCM	SFO	Tacoma, WA	San Francisco, CA	109	150	1	657	2009	3407848	8635706
EUG	SFO	Eugene, OR	San Francisco, CA	97092	122853	2199	451	2009	351109	8635706
RNO	SFO	Reno, NV	San Francisco, CA	93096	133320	1786	192	2009	419261	8635706
TPA	SFO	Tampa, FL	San Francisco, CA	153	188	1	2393	2009	2747272	8635706
PDX	SFO	Portland, OR	San Francisco, CA	302063	409067	3936	550	2009	2241841	8635706
IND	SFO	Indianapolis, IN	San Francisco, CA	173	871	8	1944	2009	1743658	8635706
STS	SBA	Santa Rosa, CA	Santa Barbara, CA	24	30	1	326	1990	390152	370420
EKO	SBA	Elko, NV	Santa Barbara, CA	952	1236	10	494	1993	40259	378009
EKO	SBA	Elko, NV	Santa Barbara, CA	371	496	4	494	1994	41668	381528
PDX	SBA	Portland, OR	Santa Barbara, CA	86	126	1	784	1994	1686298	381528
ELP	SBA	El Paso, TX	Santa Barbara, CA	110	230	1	801	1994	657866	381528
GJT	SBA	Grand Junction, CO	Santa Barbara, CA	0	120	4	706	1996	108238	382215
EKO	SBA	Elko, NV	Santa Barbara, CA	283	372	3	494	1996	45034	382215
PHX	SBA	Phoenix, AZ	Santa Barbara, CA	9047	14078	470	455	1997	2841395	386789
LAX	SBA	Los Angeles, CA	Santa Barbara, CA	15593	30780	1620	89	1997	23583460	386789
EKO	SBA	Elko, NV	Santa Barbara, CA	170	248	2	494	1999	47319	391071
GJT	SBA	Grand Junction, CO	Santa Barbara, CA	165	200	2	706	1999	115147	391071
SJC	SBA	San Jose, CA	Santa Barbara, CA	119	250	2	234	2000	1739669	399784
PHX	SBA	Phoenix, AZ	Santa Barbara, CA	14084	22656	453	455	2002	3496957	402079
SJC	SBA	San Jose, CA	Santa Barbara, CA	12702	37678	1255	234	2003	1723138	402366
COS	SBA	Colorado Springs, CO	Santa Barbara, CA	16	50	1	892	2003	572399	402366
LBB	SBA	Lubbock, TX	Santa Barbara, CA	32	50	1	1034	2004	261093	401130
DFW	SBA	Dallas, TX	Santa Barbara, CA	12620	18690	267	1315	2004	11379964	401130
FAT	SBA	Fresno, CA	Santa Barbara, CA	25	64	2	162	2004	857162	401130
LAX	SBA	Los Angeles, CA	Santa Barbara, CA	118037	223256	6043	89	2004	25529180	401130
CLE	SBA	Cleveland, OH	Santa Barbara, CA	0	34	1	2113	2005	2118249	400256
SBP	SBA	San Luis Obispo, CA	Santa Barbara, CA	0	0	2	72	2005	257567	400256
PWK	SBA	Chicago, IL	Santa Barbara, CA	5	8	1	1804	2006	18797710	398656
LAS	SBA	Las Vegas, NV	Santa Barbara, CA	25732	34246	612	288	2006	1778129	398656
SBA	SBA	Santa Barbara, CA	Santa Barbara, CA	0	0	2	0	2007	400499	400499
LAS	SBA	Las Vegas, NV	Santa Barbara, CA	23693	36127	530	288	2007	1838635	400499
PDX	SBA	Portland, OR	Santa Barbara, CA	16392	21910	313	784	2008	2203745	403655
IAH	SBA	Houston, TX	Santa Barbara, CA	0	50	1	1464	2009	5867489	407057
SNA	SBA	Santa Ana, CA	Santa Barbara, CA	23	50	1	124	2009	12874797	407057
SFO	SBA	San Francisco, CA	Santa Barbara, CA	52667	78270	2359	262	2009	8635706	407057
MDW	SCE	Chicago, IL	State College, PA	41	50	1	519	2003	18572324	140606
PHL	SCE	Philadelphia, PA	State College, PA	27506	63566	1718	153	2003	11575576	140606
CMI	SCE	Champaign, IL	State College, PA	60	100	2	552	2003	215601	140606
BTR	SCE	Baton Rouge, LA	State College, PA	23	50	1	1030	2003	719116	140606
BNA	SCE	Nashville, TN	State College, PA	28	40	1	579	2004	1416452	141140
DTW	SCE	Detroit, MI	State College, PA	30902	49552	1385	300	2004	8996622	141140
CAE	SCE	Columbia, SC	State College, PA	0	50	1	509	2005	691990	141643
CAK	SCE	Akron, OH	State College, PA	0	173	1	188	2005	700649	141643
